year,month,state,location,food,ingredient,species,serotype/genotype,status,illnesses,hospitalizations,fatalities
1998,January,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",Fin Fish,Ciguatoxin,Unknown,Confirmed,3,0.0,0.0
1998,January,Hawaii,Private Home/Residence,"Fish, Mahi Mahi",Fin Fish,Scombroid toxin,Unknown,Confirmed,2,0.0,0.0
1998,January,Hawaii,Restaurant,"Fish, Ahi",Fin Fish,Scombroid toxin,Unknown,Confirmed,2,0.0,0.0
1998,January,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,January,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,0.0,0.0
1998,January,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,1.0,0.0
1998,January,Indiana,Restaurant,Multiple Foods,Fin Fish,Shigella flexneri,Serotype 6,Confirmed,25,3.0,0.0
1998,January,Maryland,Private Home/Residence,"Ground Beef, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,January,Maryland,Restaurant,Chicken Salad,Fin Fish,Clostridium perfringens,Unknown,Suspected,3,0.0,0.0
1998,January,Maryland,Restaurant,"Burrito, Chicken",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,4,0.0,0.0
1998,January,Maryland,Restaurant,Multiple Foods,Fin Fish,Hepatitis A,Unknown,Confirmed,21,0.0,0.0
1998,January,Maryland,Restaurant,Multiple Foods,Fin Fish,Bacillus cereus,Unknown,Suspected,3,0.0,0.0
1998,January,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,January,Maryland,Restaurant,"Rice, Unspecified; Chicken, Unspecified; Pork, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,January,Maryland,Restaurant,"Cake, Tiramisu; Eggs, Other",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,8,0.0,0.0
1998,January,Maryland,Private Home/Residence,Chicken Salad,Fin Fish,Salmonella enterica,Typhimurium,Confirmed,5,1.0,0.0
1998,January,Maryland,Restaurant,Chicken Fried Rice,Fin Fish,Clostridium perfringens,Unknown,Suspected,4,0.0,0.0
1998,January,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,January,Massachusetts,Restaurant,"Dips, Unspecified",Fin Fish,Shigella sonnei,Unknown,Confirmed,79,6.0,0.0
1998,January,Massachusetts,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,115,0.0,0.0
1998,January,Michigan,Restaurant,"Chicken, Unspecified; Cake, Cheese",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,January,Michigan,Restaurant,"Macaroni And Cheese; Chicken, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,6,0.0,0.0
1998,January,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
1998,January,Michigan,Restaurant,"Eggs, Unspecified; Pork, Bacon; Potato, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,January,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,133,0.0,0.0
1998,January,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,47,0.0,0.0
1998,January,Michigan,Restaurant,"Ground Beef, Cheeseburger",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,January,Michigan,Restaurant,"Rice, Unspecified; Lettuce, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
1998,January,Michigan,Restaurant,"Sandwich, Roast Beef",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,January,Michigan,Restaurant,"Soup Unspecified; Stew/Chili, Unspecified; Steak, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,3.0,0.0
1998,January,Michigan,Restaurant,"Pizza, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,19,0.0,0.0
1998,January,Michigan,Restaurant,"Eggs, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,January,Minnesota,Restaurant,Multiple Foods,Fin Fish,Shigella sonnei,Unknown,Confirmed,19,0.0,0.0
1998,January,Minnesota,Restaurant,Blue Cheese Dressing,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,16,0.0,0.0
1998,January,Multistate,Private Home/Residence,"Eggnog, Homemade",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,4,0.0,0.0
1998,January,New York,Restaurant,Multiple Foods,Fin Fish,Salmonella enterica,Group D1,Confirmed,3,1.0,0.0
1998,January,New York,Restaurant,"Sausage, Dried",Fin Fish,Salmonella enterica,Group B,Confirmed,2,0.0,0.0
1998,January,New York,Catering Service,Unspecified Fruit,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,26,0.0,0.0
1998,January,North Carolina,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,8,0.0,0.0
1998,January,Ohio,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,January,Ohio,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,January,Ohio,Restaurant,"Pizza, Pepperoni",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,January,Oregon,Restaurant,Multiple Foods,Fin Fish,Shigella boydii,Unknown,Confirmed,2,0.0,0.0
1998,January,Oregon,Restaurant,"Homemade Cheese, Unspecified",Fin Fish,Salmonella enterica,Typhimurium,Confirmed,8,0.0,0.0
1998,January,Pennsylvania,Restaurant,"Cake, Unspecified; Ice Cream, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,23,0.0,0.0
1998,January,Pennsylvania,Restaurant; Catering Service,"Pasta, Unspecified; Meatballs",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,4,2.0,0.0
1998,January,Pennsylvania,Restaurant,"Chicken, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,16,0.0,0.0
1998,January,Pennsylvania,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,17,0.0,0.0
1998,January,Texas,Restaurant,Turkey Salad,Fin Fish,Staphylococcus aureus,Unknown,Suspected,218,0.0,0.0
1998,January,Virginia,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,0.0,0.0
1998,January,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,January,Wisconsin,Catering Service,"Beef, Unspecified",Fin Fish,Clostridium perfringens,Unknown,Confirmed,34,0.0,0.0
1998,February,California,Restaurant,"Enchilada, Chicken",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,10,1.0,0.0
1998,February,Colorado,Restaurant,Onion Dip,Fin Fish,Virus,Unknown,Suspected,11,0.0,0.0
1998,February,Colorado,Restaurant,"Refried Beans, Unspecified; Peppers, Chili",Fin Fish,Clostridium perfringens,Unknown,Confirmed,10,0.0,0.0
1998,February,Colorado,Restaurant,Cream Cheese,Fin Fish,Virus,Unknown,Suspected,6,0.0,0.0
1998,February,Connecticut,Restaurant,"French Toast, Unspecified; Shell Eggs, Scrambled Hard",Egg,Salmonella enterica,Enteritidis,Confirmed,10,0.0,0.0
1998,February,Connecticut,School/College/University,"Deli Meat, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,38,0.0,0.0
1998,February,Florida,Restaurant,"Stir-Fry, Unspecified; Lettuce-Based Salads Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Suspected,39,0.0,0.0
1998,February,Florida,Restaurant,"Pork, Bbq; Beans, Baked",Fin Fish,Clostridium perfringens,Unknown,Suspected,3,0.0,0.0
1998,February,Florida,Restaurant,"Hot Dog, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
1998,February,Florida,Restaurant,"Beef, Other",Fin Fish,Clostridium perfringens,Unknown,Suspected,3,0.0,0.0
1998,February,Florida,Restaurant,"Chicken, Buffalo Wings",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,6,0.0,0.0
1998,February,Florida,Restaurant,"Chicken, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,1.0,0.0
1998,February,Florida,Grocery Store,"Oil, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Florida,Catering Service,"Stir-Fry, Unspecified; Caesar Salad",Fin Fish,Norovirus genogroup I,Unknown,Suspected,35,1.0,0.0
1998,February,Florida,Restaurant,"Burrito, Unspecified",Fin Fish,Staphylococcus aureus,Unknown,Suspected,18,0.0,0.0
1998,February,Florida,Restaurant,"Hot Dog, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Florida,Restaurant,Multiple Foods,Fin Fish,Staphylococcus aureus,Unknown,Suspected,8,0.0,0.0
1998,February,Florida,Restaurant; Grocery Store,"Pudding, Chocolate; Salad, Unspecified; Cake, Carrot",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,February,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
1998,February,Florida,Restaurant,"Salmon, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Florida,Restaurant,"Ethnic Style, Unspecified",Fin Fish,Bacillus cereus,Unknown,Suspected,4,0.0,0.0
1998,February,Florida,Restaurant,"Ethnic Style, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Florida,Catering Service,"Rice, Unspecified",Fin Fish,Bacillus cereus,Unknown,Suspected,50,1.0,0.0
1998,February,Florida,Restaurant,"Tuna Dishes, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Florida,Restaurant,"Rice, Unspecified",Fin Fish,Bacillus cereus,Unknown,Suspected,43,0.0,0.0
1998,February,Florida,Restaurant,"Cream Sauce, Unspecified",Fin Fish,Bacillus cereus,Unknown,Suspected,15,0.0,0.0
1998,February,Florida,Restaurant,"Ground Beef, Hamburger",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Florida,Restaurant,Wine,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,2.0,0.0
1998,February,Florida,Restaurant,"Ground Beef, Hamburger",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,February,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,33,0.0,0.0
1998,February,Indiana,Restaurant,Macaroni Salad,Fin Fish,Staphylococcus aureus,Unknown,Confirmed,101,0.0,0.0
1998,February,Indiana,Restaurant,"Crepe, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,9,0.0,0.0
1998,February,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
1998,February,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,February,Maryland,Restaurant,"Sandwich, Chicken",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,6,0.0,0.0
1998,February,Maryland,Restaurant,"Eggs, Unspecified; Biscuits And Gravy",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,17,0.0,0.0
1998,February,Michigan,Restaurant,"Sandwich, Reuben; Ground Beef, Hamburger",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,February,Michigan,Restaurant,"Chicken, Unspecified; Coleslaw",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
1998,February,Michigan,Restaurant,"Taco, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
1998,February,Michigan,Restaurant,Ice,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Michigan,Restaurant,Pita,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
1998,February,Michigan,Catering Service,"Chicken, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,20,0.0,0.0
1998,February,Michigan,Restaurant,"Pizza, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Michigan,Restaurant,Unspecified Fish; French Fries,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Minnesota,Restaurant; Private Home/Residence,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,0.0,0.0
1998,February,Minnesota,School/College/University,"Ground Beef, Unspecified",Fin Fish,Clostridium perfringens; Staphylococcus aureus,Unknown,Suspected; suspected,16,0.0,0.0
1998,February,Mississippi,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,12,0.0,0.0
1998,February,Nebraska,Restaurant,"Steak, Prime Rib; Potato, Baked",Fin Fish,Clostridium perfringens,Unknown,Confirmed,45,0.0,0.0
1998,February,New Hampshire,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,16,0.0,0.0
1998,February,New Jersey,Restaurant,Multiple Foods,Fin Fish,Shigella flexneri,Serotype 2 Unspecified,Confirmed,10,6.0,0.0
1998,February,New York,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
1998,February,New York,Catering Service,"Egg Salad/Egg Salad Sandwich; Fish, White",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,23,0.0,0.0
1998,February,New York,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,17,0.0,0.0
1998,February,New York,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,17,1.0,0.0
1998,February,New York,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,18,0.0,0.0
1998,February,New York,Restaurant,"Deli Meat, Multiple",Fin Fish,Yersinia enterocolitica,Unknown,Confirmed,9,0.0,0.0
1998,February,North Carolina,Catering Service,Multiple Foods,Fin Fish,Campylobacter unknown,Unknown,Confirmed,9,0.0,0.0
1998,February,North Carolina,Restaurant,"Roast Beef, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,9,0.0,0.0
1998,February,Ohio,Restaurant,"Taco, Beef",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,1.0,0.0
1998,February,Ohio,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,February,Ohio,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Ohio,Catering Service,"Nuts, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,25,0.0,0.0
1998,February,Ohio,Private Home/Residence,"Shrimp, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Ohio,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Ohio,Restaurant,"Chicken, Nuggets/Fingers",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,1.0,0.0
1998,February,Oregon,Private Home/Residence,"Oysters, Fried",Shellfish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Oregon,Nursing Home/Assisted Living Facility,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,29,2.0,0.0
1998,February,Oregon,Restaurant,Caesar Salad,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,38,0.0,0.0
1998,February,Oregon,Restaurant,Pasta-Based Salads Unspecified,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,15,0.0,0.0
1998,February,Pennsylvania,Restaurant,"Seafood Soup/Stew, Unspecified; Butter; Soda, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,20,0.0,0.0
1998,February,Pennsylvania,Restaurant,"Soda, Unspecified; Butter; Seafood, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,0.0,0.0
1998,February,Pennsylvania,Restaurant,"Soup, Other Seafood Chowder; Butter; Soda, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,20,0.0,0.0
1998,February,Pennsylvania,Restaurant,Multiple Foods,Fin Fish,Salmonella enterica,Litchfield,Confirmed,6,2.0,0.0
1998,February,Pennsylvania,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,15,0.0,0.0
1998,February,Texas,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Texas,Camp,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
1998,February,Texas,Restaurant,"Soup, Chicken",Fin Fish,Staphylococcus aureus,Unknown,Suspected,22,0.0,0.0
1998,February,Texas,Restaurant,Multiple Foods,Fin Fish,Hepatitis A,Unknown,Confirmed,94,0.0,1.0
1998,February,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,February,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,February,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,March,Alabama,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,2.0,0.0
1998,March,Alabama,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Arkansas,Grocery Store,"Chicken, Smoked",Chicken,Streptococcus group A,Unknown,Confirmed,4,4.0,0.0
1998,March,California,Restaurant,Multiple Foods,Fin Fish,Salmonella enterica,Enteritidis,Confirmed,26,0.0,0.0
1998,March,California,Restaurant,"Sausage, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,1.0,0.0
1998,March,California,Restaurant,"Chile Relleno, Unspecified; Rice, Unspecified; Beans, Unspecified",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,4,0.0,0.0
1998,March,California,Private Home/Residence,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,7,0.0,0.0
1998,March,California,Private Home/Residence,"Ice Cream, Unspecified; Eggs, Other",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,6,1.0,0.0
1998,March,California,Private Home/Residence,"Chicken, Unspecified; Rice, Unspecified; Beans, Unspecified",Fin Fish,Clostridium perfringens,Unknown,Confirmed,48,0.0,0.0
1998,March,California,Restaurant,"Fish, Ahi",Fin Fish,Scombroid toxin,Unknown,Confirmed,6,0.0,0.0
1998,March,Colorado,Restaurant,Multiple Foods,Fin Fish,Virus,Unknown,Suspected,23,0.0,0.0
1998,March,Florida,Hospital,"Leaf Lettuce, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Suspected,14,0.0,0.0
1998,March,Florida,Restaurant,"Salami, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,0.0,0.0
1998,March,Florida,Restaurant,"Taco, Beef",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Nachos, Unspecified",Fin Fish,Staphylococcus aureus,Unknown,Suspected,2,0.0,0.0
1998,March,Florida,Restaurant,"Pasta, Unspecified; Chicken, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,March,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Pizza, Meat",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,2.0,0.0
1998,March,Florida,Restaurant,"Chicken, Bbq",Fin Fish,Salmonella enterica,Unknown,Suspected,2,0.0,0.0
1998,March,Florida,Restaurant,"Beans, Baked",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,March,Florida,Restaurant,"Rice, Unspecified; Beans, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Steak, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Sandwich, Unspecified; Salad, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Suspected,24,0.0,0.0
1998,March,Florida,Restaurant,"Ground Beef, Cheeseburger",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Pasta, Unspecified; Chicken, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,1.0,0.0
1998,March,Florida,Restaurant,"Pork, Bbq",Fin Fish,Staphylococcus aureus,Unknown,Suspected,2,0.0,0.0
1998,March,Florida,Restaurant,"Fish, Sole",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
1998,March,Florida,Restaurant,"Pork, Bbq",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,2.0,0.0
1998,March,Florida,Restaurant,"Oysters, Raw",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Sauces, Unspecified",Fin Fish,Bacillus cereus,Unknown,Suspected,2,0.0,0.0
1998,March,Florida,Restaurant,"Chicken, Unspecified",Fin Fish,Salmonella enterica,Enteritidis,Suspected,4,0.0,0.0
1998,March,Florida,Restaurant,Ice,Fin Fish,Norovirus genogroup I,Unknown,Suspected,7,0.0,0.0
1998,March,Florida,Restaurant,"Cream, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
1998,March,Florida,Restaurant,"Enchilada, Chicken",Fin Fish,Salmonella enterica,Unknown,Suspected,3,0.0,0.0
1998,March,Florida,Restaurant,Ice,Fin Fish,Norovirus genogroup I,Unknown,Suspected,8,0.0,0.0
1998,March,Florida,School/College/University,"Hot Dog, Unspecified",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,2,1.0,0.0
1998,March,Florida,Restaurant,"Sandwich, Chicken",Fin Fish,Staphylococcus aureus,Unknown,Suspected,3,0.0,0.0
1998,March,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
1998,March,Florida,Restaurant,Coleslaw,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
